ASV	Feat	Num	Sum	CD15.321	CBD15.394	CBD75.118	CD15.1350	CBD75.573	CBD75.180	CC.586	CC.111	CBD15.173	CC.198	CD15.701	CBD15.112	CD15.1359	CD15.335	CBD15.702	CBD75.593	CBD75.1323	CC.58	CD15.71	CBD75.363	CBD15.114	CC.26	CBD15.318	CC.125	CD15.77	CD15.377	CD15.1366	CD75.1000	CBD75.165	CBD75.710	CBD15.706	CD15.585	CBD15.34	CC.90	CBD75.384	CBD15.1370	CC.371	CC.1301	CD75.1396	CD15.1369	CD75.385	CBD75.89	CD75.392	CBD15.351	CBD75.174	CBD15.916	CD15.1339	CD75.87	CBD75.571	CBD15.142	CC.396	CD75.1398	CC.1338	CNE.1354	CD75.711	CNE.378	CD75.964	CNEB.1331	CNE.20	IBD15.114	IBD15.351	CD75.141	CNEB.158	IBD15.706	CNEB.354	CD75.714	CD75.997	IBD15.394	CNE.1375	CNE.722	CD75.187	IBD15.142	CNE.316	CNEB.193	IBD75.144	CNEB.1343	IBD75.710	IBD15.916	IBD75.363	IBD15.594	IBD15.156	CNEB.581	CNEB.195	CNE.128	CNEB.1356	CNE.97	IBD15.34	IBD75.89	IBD75.571	CNE.146	IBD75.593	CNE.362	IBD75.102	IBD75.118	IBD15.702	IC.125	IC.1314	ID15.1350	IC.26	CNEB.709	CNEB.309	IC.1338	CNE.177	CNEB.1325	CNEB.1358	ID15.321	IC.1301	CNE.370	ID15.701	INEB.309	ID15.71	ID15.1359	ID75.1398	IC.396	INEB.1331	IBD15.112	ID75.392	IC.1388	INE.121	INE.20	ID75.141	ID15.335	ID15.1363	ID15.910	INEB.1343	INEB.581	ID75.574	ID75.1000	ID15.1369	ID75.317	ID15.377	IC.198	IC.586	ID75.711	INE.128	ID75.87	INE.1375	ID75.385	INEB.1356	INE.316	INEB.709	INEB.1358	ID15.585	INE.177	IC.90	INE.378	INE.722
38ed34039291e4298f0354ac2f945267	F38	33	20344	243	62	121	266	34	124	561	185	109	254	590	189	343	148	240	118	92	407	408	100	162	315	241	384	23	260	328	284	121	64	119	324	168	455	66	242	418	415	148	304	244	196	33	171	147	120	211	245	169	176	398	404	445	9	390	69	272	412	166	14	27	226	532	8	467	426	441	0	106	147	191	6	41	348	10	420	9	5	0	31	0	422	275	231	235	61	23	3	0	464	4	168	0	2	34	9	3	0	0	386	150	0	85	242	178	0	0	153	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	28	0	0	3	0	0	0	0	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0
70bde42fc90b8b35cdafe1ad655ca31b	F39	43	20094	139	48	157	601	123	68	203	172	269	237	100	255	166	101	260	144	729	186	384	366	329	269	190	205	21	135	113	246	128	254	153	194	425	182	73	126	290	246	905	275	419	413	24	284	102	1164	100	314	131	644	270	292	177	0	318	36	167	190	198	18	12	172	304	10	108	746	121	0	54	216	118	0	20	51	4	137	3	5	0	3	0	296	219	423	69	27	6	0	0	150	0	154	0	5	6	22	9	0	0	279	814	0	235	264	110	0	34	99	0	0	0	0	0	4	0	8	0	3	2	0	0	2	0	25	0	0	0	0	0	0	0	2	9	0	0	0	0	0	0	0	0	0	3	0	1	2	0
146df193949dea029f009983be6a47c3	F40	36	18543	184	123	33	251	59	1206	0	0	1648	0	28	983	40	149	112	1271	1306	0	89	205	1181	60	0	0	25	54	1588	9	159	16	230	325	745	0	1121	135	0	50	143	3240	5	51	6	135	69	0	170	5	43	291	0	0	10	21	0	120	0	0	0	0	0	147	0	3	0	0	0	0	0	0	70	0	1	0	0	319	0	3	0	0	5	0	0	23	0	5	0	0	0	0	0	58	0	0	0	36	4	0	0	6	0	0	98	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	24	0	0	4	0	0	0	0	0	0	0	1	0	0	0	2	8	0	0	0	0	26	1	2
5fdb283e3938ca1b1435a3a0ba6a5f8e	F41	211	18029	0	68	101	234	46	443	97	10	0	0	0	0	4	187	80	69	0	136	1	1351	591	0	97	198	1	119	0	12	120	111	1063	238	21	790	33	0	0	0	1059	86	123	35	11	0	105	3391	0	206	239	108	13	1609	165	0	147	513	0	117	1541	0	34	161	0	0	31	28	329	0	0	29	0	0	18	0	0	448	3	2	0	25	2	46	0	92	175	124	4	0	0	0	0	39	0	1	0	0	0	0	1	0	13	0	18	0	0	0	0	686	1	2	0	1	0	0	2	0	0	0	0	0	0	0	0	14	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	1
17d0f2acc1d9d5b9dfd1f3e775194204	F42	37	17767	183	44	79	118	88	202	185	142	462	173	556	460	139	110	271	84	121	268	264	75	297	227	381	171	11	483	158	50	314	313	151	285	92	246	461	236	280	392	484	185	107	291	7	127	40	239	201	150	320	124	250	113	576	13	321	104	222	481	150	7	16	119	199	9	330	275	101	0	183	85	74	3	20	243	3	291	3	7	0	16	0	137	58	195	67	47	25	0	0	294	0	115	3	8	11	2	0	0	0	243	220	0	191	294	492	0	3	259	0	0	0	0	0	0	0	10	0	2	0	0	0	0	0	22	0	0	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0
821ebd55c56b84f3043b8e3a984b16aa	F43	20	17525	391	53	224	154	39	99	496	45	698	60	104	53	61	152	101	295	109	292	335	891	198	443	145	200	12	45	22	12	119	18	546	328	687	254	107	235	446	77	87	157	987	68	20	237	88	97	76	43	96	101	381	126	753	22	340	86	29	196	581	18	12	174	93	17	829	140	61	0	164	366	47	0	42	201	4	89	8	1	0	6	9	221	197	118	433	16	22	2	0	304	0	78	0	2	14	34	14	0	0	126	47	2	16	186	11	0	34	136	1	0	0	3	0	27	0	0	0	0	0	2	0	0	0	47	0	0	0	0	0	0	0	2	14	0	0	0	0	2	0	0	2	6	1	0	5	0	2
cb270df84658708e2c66b2171b390b8f	F44	45	17076	138	21	497	1151	24	19	138	27	486	39	728	118	467	175	109	81	647	208	280	69	67	98	105	185	40	41	205	38	138	513	379	13	196	378	139	103	255	22	145	559	210	172	21	269	40	376	217	625	238	312	82	54	95	0	236	0	122	191	193	20	19	210	141	3	510	384	122	0	53	331	209	0	18	771	6	285	5	3	0	6	2	171	68	97	12	65	14	0	0	149	0	41	0	4	13	67	0	0	0	147	250	0	21	67	100	0	2	114	4	0	0	4	0	2	0	7	0	4	0	0	0	0	0	30	2	0	6	0	0	0	0	0	10	0	1	0	0	0	0	0	5	0	5	0	2	0	0
95776b1832a60e9c515373e66b55c3ee	F45	66	16984	67	40	109	495	20	323	189	74	132	279	152	178	55	64	57	241	381	183	184	175	196	204	58	370	3	104	85	101	54	54	54	135	57	212	320	167	121	0	328	416	299	41	4	56	42	1171	85	110	60	155	91	355	171	35	195	629	87	143	426	16	13	307	142	18	200	298	213	0	483	421	257	3	52	30	4	202	2	4	0	6	0	374	225	349	90	73	11	4	0	557	0	94	4	4	18	25	8	2	3	150	101	0	313	280	30	1	21	857	13	0	0	0	2	4	0	5	3	4	4	9	2	3	0	10	4	2	0	0	0	0	0	9	10	0	12	0	3	3	0	3	4	0	6	0	3	0	9
74e3e814e1b66126889ed6540862937d	F46	47	16771	132	38	197	124	625	186	193	211	297	164	85	210	64	58	149	101	293	141	158	138	190	178	85	141	16	94	193	47	96	38	118	82	96	518	221	72	172	58	706	188	205	69	17	312	213	744	132	358	111	528	204	238	151	150	142	419	45	218	288	5	6	144	53	10	156	501	191	0	159	153	138	0	39	103	3	237	2	9	0	12	11	203	104	418	117	112	8	0	0	126	7	350	7	3	3	100	0	0	2	241	163	2	647	87	144	0	67	360	5	0	0	2	4	2	0	15	0	6	0	5	0	7	0	18	5	0	3	2	0	0	0	4	16	0	3	0	0	5	2	4	3	0	11	0	25	0	4
2cc6c94c35261dc1604ab457a32bd960	F47	32	16629	255	14698	0	0	0	359	0	0	0	0	0	57	0	0	53	0	0	0	0	0	23	0	2	0	0	0	0	183	0	0	23	0	46	0	0	45	0	0	0	0	0	0	0	68	0	44	0	0	0	35	0	0	0	30	0	0	0	0	0	2	0	0	0	0	0	0	0	657	0	0	0	0	0	0	16	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
09155a02362ce22e42aa309a98c451bf	F48	102	16274	23	65	69	50	669	222	368	244	110	207	107	219	193	176	284	76	211	131	209	380	49	71	0	211	23	99	76	22	64	180	80	46	134	581	82	25	104	249	24	62	54	56	16	548	769	87	28	311	41	3188	189	102	230	0	154	91	116	52	26	8	5	252	59	5	266	14	59	0	89	81	343	1	19	114	2	141	0	8	0	11	0	81	1	1025	6	63	21	0	4	117	3	26	3	8	3	19	18	0	4	40	250	0	260	125	88	3	86	119	3	0	0	3	0	26	0	10	0	4	0	3	0	0	2	49	0	0	3	0	0	0	0	1	22	3	4	0	2	4	4	0	0	3	3	3	19	0	0
33ad0f39ecb60d4bef009d51af044690	F49	524	15270	0	0	0	0	0	0	0	0	0	4	0	3	0	2	0	0	0	0	3	2	0	2	0	4	0	3	0	0	0	0	0	0	2	0	0	0	3	0	0	2	2	0	0	0	0	0	0	0	0	6	128	2	0	0	0	0	2	0	4	101	99	0	2	89	0	0	0	28	4	5	0	192	5	0	8	0	0	2079	7	144	10	0	0	0	0	0	45	62	100	2	0	137	259	0	103	85	299	35	200	96	0	604	4	2	0	255	347	0	2787	0	17	109	247	1807	62	64	244	812	290	88	0	454	147	15	12	12	98	86	20	115	718	243	244	22	31	14	3	83	104	163	18	20	151	20	262	26	80
2dc8689c518c0540ff5aff4425957968	F50	55	14563	85	34	90	226	38	34	151	121	18	73	144	192	142	85	227	169	71	26	24	84	487	123	259	32	8	68	720	6	108	19	199	67	99	27	37	116	7	60	67	221	48	490	3	128	37	175	40	23	174	367	115	31	57	83	22	106	35	103	110	0	6	67	81	12	129	53	45	2	249	60	16	4	29	59	0	240	0	14	0	0	0	1532	1223	506	30	64	13	0	3	100	0	610	2	5	0	51	4	0	2	540	41	0	921	356	205	0	11	276	6	0	0	2	0	1	0	17	0	5	3	2	0	8	0	21	0	2	0	0	2	0	2	3	5	0	0	0	0	3	0	3	0	0	3	0	3	0	0
1588d4114dad97326d3f7783d7c7e74c	F51	233	13751	0	0	73	0	0	0	100	5114	0	5724	0	0	2	5	0	0	0	74	0	0	0	73	0	59	0	0	0	0	0	0	0	0	0	518	0	0	145	296	0	0	0	0	0	0	0	0	0	0	4	0	82	5	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	162	0	0	20	0	0	0	4	0	0	0	2	0	19	0	15	0	0	18	0	12	0	0	0	0	9	0	0	0	0	220	0	151	5	0	0	6	0	0	24	0	0	0	48	0	0	0	0	0	16	3	0	0	0	183	0	3	0	0	0	112	0	110	0	0	0	0	0	133	0	11	0	0	0	0
ca9215c4b21de51e323f49aca0c7a865	F52	108	13560	19	407	7	3	5	20	7	0	0	89	0	30	3	238	37	0	12	0	4	7	15	95	982	6	5	20	5	26	279	9	200	18	33	0	33	826	59	0	12	18	10	7	12	38	91	19	36	14	33	33	0	31	0	99	9	44	330	3	27	114	53	278	162	3730	2	28	6	7	211	52	31	334	400	0	58	6	3	52	0	62	0	6	0	27	0	57	40	7	0	2041	0	53	34	0	361	131	4	0	4	5	5	14	40	102	0	10	3	138	12	0	2	2	82	5	0	60	8	1	8	23	2	7	17	1	3	0	20	9	6	1	6	9	13	4	30	0	2	4	10	94	17	0	0	2	42	8	14
d1e10f5fa32f9b1c9b3343d38fc22b0f	F53	35	12862	218	48	182	83	20	80	363	84	266	122	301	166	151	119	204	67	34	80	270	176	1049	348	167	71	15	123	255	13	208	24	295	326	173	76	68	120	136	43	134	227	58	210	9	151	38	501	43	30	284	245	175	142	264	3	53	67	64	248	281	4	15	111	68	14	183	92	114	0	81	31	93	4	13	13	2	167	3	8	0	7	6	357	409	110	147	26	15	0	0	52	5	106	0	6	5	0	3	0	0	151	42	0	100	135	199	0	13	118	0	0	0	0	0	5	0	17	0	2	0	0	0	0	0	23	2	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0	2	0	0	2	2	0
747e359cd79e2a09d17fe450d34a90c5	F54	42	12779	140	38	360	189	34	202	208	35	93	157	537	202	78	92	164	124	55	80	249	330	240	65	265	218	4	62	304	25	235	23	61	282	373	128	85	74	54	186	128	391	281	108	4	39	52	133	46	252	269	54	230	193	54	3	90	225	46	86	363	10	8	329	109	2	198	90	270	0	54	222	99	12	50	134	4	55	3	6	0	0	0	162	82	93	125	33	8	0	0	237	0	86	3	0	5	25	4	0	0	228	73	2	79	218	159	0	107	153	2	0	0	0	0	24	0	2	0	5	0	5	0	4	0	10	0	0	6	0	0	0	0	4	24	0	8	0	0	5	0	0	0	7	16	0	16	0	6
54140b4aefd0de62c059c8f9d5c600d0	F55	165	12419	4	2	190	5	5	11	0	0	0	0	6	0	442	22	14	321	0	0	18	4	1	0	18	7	47	0	5	9	3	89	6	1	2	0	13	0	23	0	3	5	34	5	36	40	20	6	3	26	15	0	0	96	0	0	87	0	37	0	0	62	0	43	17	0	0	4	41	30	0	28	74	0	0	0	884	0	519	0	0	0	5	0	0	0	0	0	0	75	0	19	17	0	110	9	62	0	100	44	0	0	9	0	0	0	0	37	22	0	76	3	77	1513	1913	0	0	0	363	0	14	18	342	110	85	1543	91	153	321	278	428	105	142	45	0	183	0	50	0	458	0	0	18	18	78	0	0	1	101
94c8117f2071b9d3e3ff912a6edcb2c4	F56	255	12214	0	0	2	44	0	3	16	7	0	12	3	3	0	9	0	0	0	6	9	5	10	8	5	11	6	0	11	4	5	4	2	1	0	10	2	0	28	35	8	6	11	0	2	6	11	7	2	11	3	14	322	11	9	3	18	0	0	5	4	157	169	17	8	183	2	0	5	15	13	5	25	266	7	4	19	3	6	2645	11	235	9	4	0	2	0	2	108	102	46	17	0	312	131	3	301	111	89	37	168	150	3	36	0	3	4	140	313	3	808	6	32	78	112	181	93	125	75	575	160	132	15	137	41	18	14	64	53	45	4	48	69	401	121	23	184	13	70	91	35	274	28	54	180	112	224	135	781
a3b8125adb0c51662f6365447bd64501	F57	63	11868	72	12	201	99	45	20	230	19	664	54	693	880	43	51	145	124	169	179	198	321	44	114	421	20	6	179	80	10	79	55	74	66	457	301	20	94	225	65	43	59	633	604	5	44	64	1728	22	59	151	61	246	29	133	0	91	0	48	80	69	0	7	55	39	0	41	99	148	0	20	8	72	0	0	141	0	39	0	6	0	2	0	102	38	24	11	20	4	0	0	64	0	13	0	4	7	12	0	0	0	25	37	0	5	25	20	0	7	53	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	6	0	0
e7f66576f833f1951b3bb1846463a754	F58	213	11609	0	19	0	98	602	168	0	266	367	0	0	411	7	229	0	0	454	19	56	336	195	66	443	234	5	61	105	15	0	21	92	0	78	46	0	120	9	87	0	199	180	206	0	196	136	400	19	52	334	602	43	57	63	46	69	465	38	71	233	6	0	80	59	3	261	0	46	0	144	90	41	2	13	81	0	205	5	0	0	2	4	73	18	514	124	30	12	0	4	52	6	53	10	7	4	1	1	0	0	22	553	0	334	80	247	0	23	294	8	0	0	2	0	12	3	8	0	0	0	1	0	4	0	26	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	14	1	0
cf52c10f3160875143b37a6300392a56	F59	125	11318	11	22	22	3	0	0	0	24	0	0	1272	18	447	27	955	66	0	3	5	0	38	0	0	29	8	22	5	0	0	0	237	25	42	0	73	4156	91	0	0	2	57	0	4	276	0	4	52	0	12	10	0	8	14	0	0	12	0	13	57	7	0	0	49	0	149	68	19	0	12	244	0	0	12	424	11	7	4	0	0	0	0	7	0	31	1	15	0	0	0	1512	4	15	0	0	22	0	0	0	0	6	80	0	37	5	414	0	0	28	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3d70491bb66d700cebf400ec0594504a	F60	19	10895	392	29	109	281	1105	118	67	436	4	94	188	122	99	59	118	84	198	159	560	76	17	81	109	117	8	214	111	48	119	216	16	22	56	60	78	68	210	153	5	42	61	490	11	139	1071	54	54	92	245	25	93	31	76	0	224	14	103	265	40	0	7	133	254	0	191	116	36	0	20	31	100	0	4	78	6	66	2	0	0	4	0	55	25	107	33	4	3	0	0	89	5	11	0	4	9	0	0	0	0	85	87	0	38	57	63	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43d26a5a0fa06d982b4682624a93b937	F61	22	10333	380	31	500	128	165	73	117	42	28	16	68	73	42	96	126	355	97	78	146	99	74	186	74	62	7	35	27	13	367	74	611	412	72	14	1911	112	43	20	255	117	46	292	8	57	344	110	88	9	196	83	76	45	54	12	28	66	9	340	132	0	9	27	13	7	102	50	11	0	30	127	24	0	4	0	0	40	3	2	0	0	4	43	16	57	30	15	5	2	1	33	2	162	5	0	1	13	4	0	0	104	50	0	39	46	28	4	8	28	0	0	0	0	0	4	0	5	0	8	2	0	0	0	0	8	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	3	0	4	1	1	0	1
c3b1ea3f79ef8a23306beb2f6115b0c6	F62	49	10202	102	30	66	197	381	219	119	221	152	82	45	59	56	77	36	231	138	60	61	192	190	118	193	43	9	56	215	18	70	58	85	96	104	124	78	28	57	23	98	283	90	54	4	86	151	288	33	150	68	138	77	109	81	839	67	113	36	129	203	4	3	84	160	4	242	80	46	0	147	75	105	2	24	89	0	181	0	3	0	4	0	175	152	171	70	48	15	0	0	82	3	173	0	6	5	3	2	0	0	168	118	0	160	141	147	0	2	84	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
66dce709bcdb882fd60a42fd2d8280be	F63	50	10149	99	31	170	129	117	126	314	106	331	133	182	104	80	72	63	97	257	164	52	110	298	416	115	176	5	138	81	17	50	24	249	71	100	332	77	107	157	187	95	131	105	86	5	205	91	175	19	104	194	222	220	148	264	4	118	53	34	63	141	5	7	101	43	12	68	149	50	0	105	99	75	2	20	80	3	137	3	4	0	6	0	154	127	165	73	35	6	0	0	43	0	130	0	6	4	0	1	0	0	129	47	0	76	131	106	0	14	81	3	0	0	0	0	0	3	4	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	2	4	0	0	0	5	0	0
7850aa8599e2bf9adc01c282adbe068d	F64	95	9978	32	2	39	61	28	10	130	120	2	93	69	36	375	81	9	9	176	62	79	12	91	115	6	228	5	25	785	21	39	89	32	104	18	53	153	58	47	79	16	300	6	8	3	41	9	14	25	65	25	8	245	29	174	0	128	15	100	755	97	2	17	61	237	6	153	26	21	0	30	68	17	0	7	145	0	257	0	10	0	0	0	483	335	21	203	11	6	0	0	32	4	59	3	0	4	37	12	2	2	795	82	0	68	174	803	0	126	52	5	0	0	0	0	31	0	12	5	12	13	2	2	5	0	6	0	0	3	3	0	0	2	7	19	0	0	0	0	4	0	2	5	6	20	2	5	0	0
d0377d9209ed8843c1b85df7bc622a2c	F65	54	9810	86	27	115	137	19	61	144	37	62	84	105	179	36	53	229	46	163	177	77	207	150	152	53	64	3	83	79	202	29	55	115	107	85	99	40	120	139	63	78	164	76	127	5	46	31	147	45	77	293	58	121	117	222	15	139	45	127	270	185	3	14	136	366	1	69	142	196	0	97	56	163	3	17	106	4	107	0	4	0	4	0	410	332	52	74	23	0	0	0	296	2	51	0	0	9	42	11	0	0	150	109	0	109	90	54	0	43	320	3	0	0	0	0	14	0	3	0	3	3	3	0	0	0	8	0	0	5	0	0	0	0	4	15	0	0	0	0	0	0	0	3	0	6	0	5	0	0
4c0bf5d74d94d15e046001657361ee63	F66	41	9629	142	34	34	114	27	69	17	57	117	20	362	220	48	66	148	63	19	64	35	14	7	8	28	45	22	197	71	441	98	413	9	85	67	4	167	132	35	8	24	52	39	114	7	20	135	74	3198	52	42	12	23	100	45	3	122	27	662	23	20	6	0	58	324	0	51	200	27	0	9	33	49	0	3	144	3	12	2	2	0	0	0	15	0	111	5	0	5	0	0	42	0	59	0	2	7	0	0	0	0	31	55	0	29	6	20	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a8f0f42a42feaca295a7bbb9bc9ef5f7	F67	65	9611	70	24	139	134	124	113	286	84	338	130	175	132	92	89	64	80	274	120	36	101	250	360	79	132	13	137	77	18	49	19	251	99	104	269	60	69	131	156	109	115	104	70	6	171	94	141	16	122	132	293	233	156	246	14	100	44	32	91	155	5	12	91	29	9	91	155	60	0	91	113	97	3	6	68	4	111	6	8	0	9	0	181	120	157	43	39	11	0	0	31	0	126	0	0	4	10	0	0	0	130	40	0	53	144	118	0	10	71	0	0	0	0	0	7	0	6	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	3	1	0	2	0	0	0	0	0	0	0	0	0	0	2	0
26ffe2c93e0cba56a4a8816fc053bdea	F68	56	9239	82	29	54	0	0	229	212	1145	0	108	80	0	21	33	0	0	334	244	0	263	152	184	115	196	2	254	26	63	94	37	62	28	70	363	71	99	192	153	0	39	0	104	0	0	103	46	32	54	95	0	139	45	230	0	70	0	128	275	83	3	3	86	163	4	279	241	0	0	73	39	82	2	0	10	3	91	0	0	0	7	0	132	80	137	51	43	12	0	0	68	10	0	0	5	7	6	4	0	0	135	166	0	206	123	320	2	4	150	0	0	0	5	0	3	0	34	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	3	0	0
514da30ecca38039e5dbe50f62b8a24e	F69	57	9110	81	19	241	638	33	74	0	161	2	0	0	47	0	24	104	8	61	15	0	498	602	0	483	434	8	103	0	9	118	27	124	181	23	0	5	21	36	1	161	338	16	234	3	10	488	585	1	48	347	0	8	52	0	1125	45	49	9	70	135	7	0	44	20	0	0	5	89	14	2	145	0	0	25	0	0	53	5	2	0	0	0	16	0	0	35	9	0	0	0	67	1	12	0	0	0	0	3	0	0	12	507	0	0	54	20	0	2	33	2	0	0	0	0	0	0	0	0	2	0	1	0	0	0	9	0	0	3	0	0	0	2	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ca9be136b5fb998b73894da9da1ff31a	F70	26	9096	319	41	79	154	6	23	259	59	32	69	95	22	75	65	24	10	35	190	145	1	464	346	381	161	13	26	80	51	67	17	66	340	28	108	29	337	256	45	56	346	61	3	8	46	11	35	151	58	49	41	166	78	565	5	235	20	15	86	33	8	0	115	96	7	164	76	140	0	36	47	19	0	7	117	4	253	7	2	0	5	0	338	280	88	101	16	22	0	0	145	0	24	0	7	5	2	0	0	0	139	53	0	9	102	34	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b221ec04576d285d260779714caee9f8	F71	18	9011	395	0	11	0	0	84	172	0	0	0	810	0	0	35	0	0	0	0	302	0	381	1153	1041	599	0	0	185	0	71	158	287	541	0	0	0	0	0	0	129	333	46	0	0	0	0	0	0	0	0	0	125	0	1279	0	0	804	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	7	0	0	0	0	0	21	0	0	0	0	0	1	5	0	0	0	0	3	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
a8c9933bb4c14957903ac4c060173c97	F72	88	8261	37	19	29	121	61	79	136	99	20	43	87	72	31	80	11	49	292	118	46	43	132	311	118	210	2	35	103	69	277	113	33	83	16	96	178	295	111	86	82	65	66	70	8	52	234	25	48	24	198	29	91	45	155	10	153	106	123	159	83	3	8	90	342	10	110	50	100	0	85	66	55	0	14	81	2	83	2	0	0	0	3	197	147	67	104	29	9	0	0	104	2	21	2	2	16	6	0	0	0	108	65	0	49	135	78	0	22	361	9	0	0	2	2	1	0	0	0	4	0	2	0	2	0	12	0	0	2	0	0	0	0	0	7	0	4	0	0	0	0	0	0	2	7	0	8	2	0
50ef4b6ac91b2cddcb87cfe5a3b622f8	F73	67	8177	65	16	142	36	259	126	133	206	68	163	17	92	114	41	76	59	80	60	76	40	143	156	43	189	9	40	272	7	57	15	111	121	40	179	286	106	44	107	142	225	37	27	0	142	190	91	22	53	41	349	82	82	64	5	68	120	58	151	80	5	6	93	168	5	83	52	58	0	65	118	93	3	21	25	0	58	0	3	0	4	0	124	77	153	51	26	4	0	0	47	0	61	0	2	3	32	0	0	0	105	55	0	122	178	266	2	19	95	6	0	0	2	0	15	0	9	0	4	0	0	0	0	0	16	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	13	0	0
c6c5bd3a016bbab819eed3fec50d732a	F74	993	7718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7538	0	0
711e97bfbc4ae68d376283062f1f2181	F75	46	7512	134	44	193	56	974	75	76	22	18	23	38	600	14	109	104	62	63	33	5	8	115	129	165	74	3	10	140	28	108	38	634	29	0	157	31	75	116	88	147	22	45	191	5	44	26	0	12	332	285	59	47	611	15	1	89	15	23	15	64	2	3	40	19	4	3	64	16	0	63	67	30	0	4	17	0	54	0	0	0	3	0	19	0	21	1	33	0	0	0	70	0	128	0	0	5	0	0	0	0	0	23	0	56	74	20	0	0	16	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	12	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e1dbe2ee1d87b39722c83bea2ba64a99	F76	74	7489	56	124	52	156	476	113	42	40	30	51	120	110	61	190	211	66	73	57	157	116	47	63	4	77	22	106	226	27	78	196	88	73	42	26	117	96	61	138	181	127	37	107	11	80	105	98	483	104	103	169	62	97	73	14	80	15	16	112	39	0	0	125	55	5	73	129	50	0	45	53	93	0	10	91	2	28	1	0	0	0	0	33	8	84	21	8	0	0	0	17	0	38	0	0	0	0	0	0	0	126	217	0	48	115	51	0	0	19	2	0	0	0	0	0	0	6	0	2	2	0	0	0	0	25	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	2	0	0
af92d8a9d6d14a3c545d0b3ffc566a7a	F77	174	7476	3	24	140	14	17	56	208	59	67	10	6	29	10	33	5	7	0	155	160	12	24	129	27	125	4	108	2	46	258	14	126	155	171	173	64	107	105	110	96	19	56	49	5	3	14	23	26	187	37	12	183	112	221	10	208	26	82	195	375	9	9	264	45	4	169	20	157	0	66	173	111	3	22	258	2	78	3	5	0	2	0	59	0	51	223	7	0	3	0	108	0	32	3	2	5	3	13	0	3	30	268	0	0	102	15	2	54	305	6	0	0	4	0	0	0	0	0	5	7	1	0	6	0	2	0	0	0	0	0	0	0	3	17	0	5	0	0	0	0	0	4	4	22	0	0	0	0
